iter	MAE
814	0.6121814489
815	0.6117341312
816	0.6113632395
817	0.6110704319
818	0.6108387569
819	0.6105378031
820	0.6102178489
821	0.6099649245
822	0.6099200189
823	0.6098600045
824	0.6091924989
825	0.6088282432
826	0.6082334051
827	0.6080621121
828	0.6079138557
829	0.6077400306
830	0.6076284659
831	0.6074625369
832	0.6072135243
833	0.6069157351
834	0.6066096198
835	0.6063270224
836	0.6061423329
837	0.6060242423
838	0.6058470861
839	0.6054182806
840	0.6053398524
841	0.6051569013
842	0.605087369
843	0.6048563486
844	0.6047595401
845	0.6045362854
846	0.6044325879
847	0.6041850459
848	0.6039967796
849	0.6035641197
850	0.6032881032
851	0.6032253369
852	0.6030130429
853	0.6026493696
854	0.6025370369
855	0.6024097568
856	0.6022826
857	0.6022091145
858	0.6019550585
859	0.6016855956
860	0.6014634689
861	0.6010520374
862	0.6008384915
863	0.6007125227
864	0.6005415429
865	0.6002865022
866	0.6002207111
867	0.5999500079
868	0.5998606194
869	0.5997793782
870	0.5995138479
871	0.5993610697
872	0.5989898554
873	0.5988403093
874	0.5985329407
875	0.5981109033
876	0.5979764871
877	0.5977954009
878	0.5973736613
879	0.5973242653
880	0.5971878337
881	0.5967544513
882	0.5964355686
883	0.5962741574
884	0.5960586559
885	0.5959489686
886	0.5957322078
887	0.5956273416
888	0.5953991119
889	0.5951063385
890	0.5948507844
891	0.594618749
892	0.5942524546
893	0.5940802806
894	0.5938994066
895	0.5938213139
896	0.5934335488
897	0.5933965869
898	0.5932158874
899	0.5930507246
900	0.5928976751
901	0.592482004
902	0.5923535829
903	0.5920208231
904	0.5918981573
905	0.5916477522
906	0.5913867889
907	0.59116019
908	0.5908222885
909	0.5906854771
910	0.5906491464
911	0.5905198115
912	0.5903623944
913	0.5903004588
914	0.5901803517
915	0.5900154689
916	0.5898420752
917	0.5898013994
918	0.5895181289
919	0.5893946617
920	0.5891118996
921	0.5889756017
922	0.5888470991
923	0.5886995128
924	0.5884248846
925	0.588320386
926	0.5881500356
927	0.5880535312
928	0.5879894795
929	0.5878678381
930	0.5876205891
931	0.5875287074
932	0.5873555366
933	0.5872361235
934	0.586925545
935	0.5865148387
936	0.5863730849
937	0.5859414264
938	0.585547483
939	0.5853810465
940	0.5852843643
941	0.5851736127
942	0.5848223382
943	0.584643453
944	0.5844869395
945	0.5843502524
946	0.5842968229
947	0.5839871798
948	0.5839825181
949	0.5838494429
950	0.5837216146
951	0.5835923932
952	0.5835068566
953	0.5833411106
954	0.5831908502
955	0.5830409113
956	0.583018302
957	0.5829659855
958	0.5828649268
959	0.582534284
960	0.5825123625
961	0.582114329
962	0.5819371265
963	0.5819315568
964	0.5818986789
965	0.5818506012
966	0.5817745828
967	0.5816868871
968	0.5813962426
969	0.5811682069
970	0.5809983599
971	0.5807588743
972	0.5804866305
973	0.5804568189
974	0.5802656766
975	0.5798928641
976	0.5796405741
977	0.5794590256
978	0.5790609096
979	0.5788162041
980	0.5786973601
981	0.5786318842
982	0.5785373429
983	0.5785056938
984	0.5783767159
985	0.5783397747
986	0.5780181178
987	0.5778660202
988	0.5777541184
989	0.577382409
990	0.5773030289
991	0.5771093871
992	0.5770548566
993	0.576831224
994	0.5767473875
995	0.5766749446
996	0.576561123
997	0.5765074236
998	0.5763567144
999	0.5761585012
1000	0.5760321241
1001	0.5759212927
1002	0.5757654123
1003	0.5755020371
1004	0.575441579
1005	0.5750991962
1006	0.5750339678
1007	0.5749904914
1008	0.5748798108
1009	0.5747059275
1010	0.5746248599
1011	0.5743285587
1012	0.573727493
1013	0.5733496668
1014	0.5730344647
1015	0.5729832794
1016	0.5728748029
1017	0.5728297712
1018	0.5727595304
1019	0.5726081384
1020	0.5725160875
1021	0.5724138106
1022	0.572263121
1023	0.5721385817
1024	0.5718463108
1025	0.5718106811
1026	0.5715536048
1027	0.571365549
1028	0.5709005301
1029	0.570867501
1030	0.5705682357
1031	0.5704919589
1032	0.570404458
1033	0.5702963642
1034	0.5700878403
1035	0.5699519151
1036	0.5698162069
1037	0.5697068432
1038	0.5695765401
1039	0.5693852706
1040	0.5687589715
1041	0.5686303141
1042	0.5685456118
1043	0.5683182363
1044	0.5682461298
1045	0.5679880304
1046	0.5677982728
1047	0.567537045
1048	0.5672522399
1049	0.5671117596
1050	0.566903202
1051	0.5668036195
1052	0.5666154116
1053	0.5664741056
1054	0.5664222713
1055	0.5661204871
1056	0.5659822542
1057	0.5658195452
1058	0.5655612595
1059	0.5653389105
1060	0.5652222118
1061	0.5649830164
1062	0.5649193643
1063	0.564873106
1064	0.5647824573
1065	0.5645247209
1066	0.5644586932
1067	0.5643620896
1068	0.5642878716
1069	0.5642396963
1070	0.5641731182
1071	0.5641410791
1072	0.5640176955
1073	0.5639245041
1074	0.5638647224
1075	0.5636989058
1076	0.5633357611
1077	0.5631149317
1078	0.5629536704
1079	0.5627186518
1080	0.5622613419
1081	0.5620979617
1082	0.5618045366
1083	0.5617386084
1084	0.561638061
1085	0.5615315386
1086	0.5613561155
1087	0.5612662619
1088	0.5611619656
1089	0.5611084358
1090	0.5609419213
1091	0.5609088363
1092	0.5607271111
1093	0.5604795216
1094	0.5603307943
1095	0.5601275597
1096	0.5600089203
1097	0.5599776924
1098	0.5599411255
1099	0.559671229
1100	0.5595148585
1101	0.5593593781
1102	0.559116084
1103	0.559021582
1104	0.5588408902
1105	0.5587470608
1106	0.5586830369
1107	0.5586279467
1108	0.5584816934
1109	0.5583079987
1110	0.5582642021
1111	0.5581915428
1112	0.5580432719
1113	0.5579648725
1114	0.5578973287
1115	0.5577208704
1116	0.5576429207
1117	0.5576099028
1118	0.5574729817
1119	0.5573470884
1120	0.5572021546
1121	0.5570959872
1122	0.5570056608
1123	0.5568313307
1124	0.5566192686
1125	0.5563485208
1126	0.5562029811
1127	0.556167806
1128	0.556132629
1129	0.5560516592
1130	0.5560092482
1131	0.5559082993
1132	0.5558056506
1133	0.5556938754
1134	0.5555746712
1135	0.5553029055
1136	0.5551547444
1137	0.5550828791
1138	0.5549263401
1139	0.5548637871
1140	0.5546698465
1141	0.5544973765
1142	0.5544260699
1143	0.5543508196
1144	0.5541883969
1145	0.5540358637
1146	0.5539314713
1147	0.5538662341
1148	0.5537097362
1149	0.5535994367
1150	0.5535524182
1151	0.5533753983
1152	0.5531525815
1153	0.5530560339
1154	0.5529237222
1155	0.5528173337
1156	0.5525882599
1157	0.5525272971
1158	0.5524680522
1159	0.5522519612
1160	0.551837787
1161	0.5517839298
1162	0.5516285448
1163	0.5514820933
1164	0.551311669
1165	0.5512637075
1166	0.5511945575
1167	0.5510586503
1168	0.5509752682
1169	0.5508816356
1170	0.5507274888
1171	0.550571752
1172	0.550454391
1173	0.5503766087
1174	0.55024379
1175	0.550183921
1176	0.5500681811
1177	0.5500295396
1178	0.5498668239
1179	0.5498256415
1180	0.5496861045
1181	0.5496474294
1182	0.5495871019
1183	0.5495305295
1184	0.5494683637
1185	0.5492324471
1186	0.5489750122
1187	0.5488572172
1188	0.5486677239
1189	0.5484345245
1190	0.5482240689
1191	0.548183298
1192	0.548134227
1193	0.5480306053
1194	0.5479815444
1195	0.5479153407
1196	0.5477448649
1197	0.5475550851
1198	0.5473990036
1199	0.547152854
1200	0.5469918036
1201	0.5468033228
1202	0.5467966403
1203	0.5467092682
1204	0.5466888507
1205	0.5465898915
1206	0.546431256
1207	0.5461940393
1208	0.5461396695
1209	0.5460016809
1210	0.5459826506
1211	0.5458765402
1212	0.5458356145
1213	0.5456878373
1214	0.5456497432
1215	0.5455454012
1216	0.5455115489
1217	0.545469071
1218	0.5453686461
1219	0.5453528279
1220	0.5452033807
1221	0.5451649217
1222	0.5450475171
1223	0.5449944536
1224	0.5448761632
1225	0.5447878666
1226	0.5447085908
1227	0.5446813039
1228	0.5445694946
1229	0.5445259621
1230	0.5444073387
1231	0.5442840293
1232	0.5441651526
1233	0.5440768392
1234	0.5439966008
1235	0.543952046
1236	0.5437924873
1237	0.5437782992
1238	0.5436765242
1239	0.5435999838
1240	0.5435566008
1241	0.5434391006
1242	0.5434060315
1243	0.5432969761
1244	0.5431954494
1245	0.5431435255
1246	0.5430450711
1247	0.5428043741
1248	0.5426035288
1249	0.5424349196
1250	0.5422846491
1251	0.5421135638
1252	0.5420314002
1253	0.5417609973
1254	0.5415579727
1255	0.5414901329
1256	0.5414137866
1257	0.5410823271
1258	0.5408434313
1259	0.5407432402
1260	0.5405662533
1261	0.5404989227
1262	0.5402867493
1263	0.5401582454
1264	0.5399955569
1265	0.5399568815
1266	0.5398669799
1267	0.5397405096
1268	0.5397239845
1269	0.539648687
1270	0.5393685492
1271	0.539257263
1272	0.5391467411
1273	0.5390829786
1274	0.5390067868
1275	0.5388902332
1276	0.5388103206
1277	0.5386593526
1278	0.5386297117
1279	0.5385729663
1280	0.53852345
1281	0.5384977258
1282	0.5384722433
1283	0.5383895414
1284	0.5383078879
1285	0.5382124649
1286	0.5381059715
1287	0.5380237376
1288	0.5378516227
1289	0.5377689443
1290	0.5376559183
1291	0.537570594
1292	0.5375026778
1293	0.5372658007
1294	0.5372155242
1295	0.5371363241
1296	0.5371064386
1297	0.5370776114
1298	0.5369894655
1299	0.5368584484
1300	0.5366848499
1301	0.5364165851
1302	0.536385496
1303	0.5362713624
1304	0.5358045825
1305	0.5357036519
1306	0.5356310732
1307	0.5355090818
1308	0.5354204041
1309	0.5353740904
1310	0.5353000303
1311	0.5351687831
1312	0.5350650707
1313	0.534976781
1314	0.5348615451
1315	0.5348076656
1316	0.5347125968
1317	0.5345429415
1318	0.5344175698
1319	0.5341435587
1320	0.5339879204
1321	0.533955001
1322	0.5339000365
1323	0.5338598996
1324	0.5337526718
1325	0.5335968246
1326	0.5335773663
1327	0.5335186842
1328	0.5334962956
1329	0.5334692415
1330	0.5334141727
1331	0.5332640401
1332	0.533228922
1333	0.533100817
1334	0.533043041
1335	0.5329172331
1336	0.5328636001
1337	0.5328237742
1338	0.5326650601
1339	0.5325701109
1340	0.5324331998
1341	0.5323799527
1342	0.5321134126
1343	0.532029094
1344	0.5319177659
1345	0.5318845727
1346	0.531861775
1347	0.5317868098
1348	0.5317724152
1349	0.5317370923
1350	0.5316151912
1351	0.5314319018
1352	0.5314025134
1353	0.5313023025
1354	0.531261127
1355	0.5311495955
1356	0.5307861335
1357	0.5307559643
1358	0.5307242223
1359	0.5306846953
1360	0.530588313
1361	0.5305338873
1362	0.5304473504
1363	0.5303171209
1364	0.5302381682
1365	0.530110591
1366	0.5300485268
1367	0.5298519311
1368	0.5298010929
1369	0.5296042929
1370	0.529365315
1371	0.5293304898
1372	0.5291019493
1373	0.528950193
1374	0.5289377822
1375	0.5288415788
1376	0.5287057462
1377	0.5285952085
1378	0.5285284398
1379	0.5282729459
1380	0.5279148869
1381	0.5278353151
1382	0.527753253
1383	0.5276386434
1384	0.527587382
1385	0.5273551036
1386	0.5272644756
1387	0.527187839
1388	0.5271655946
1389	0.5270314991
1390	0.5269051221
1391	0.5268855228
1392	0.5268118399
1393	0.5267462158
1394	0.5266826067
1395	0.5266635477
1396	0.5266285204
1397	0.5263683349
1398	0.5262640538
1399	0.5261730832
1400	0.5260278344
1401	0.5259453491
1402	0.5259046556
1403	0.5258919821
1404	0.5258731209
1405	0.5258503334
1406	0.5258211474
1407	0.5258201307
1408	0.5257573924
1409	0.5255851251
1410	0.5255586003
1411	0.5255200053
1412	0.5253977747
1413	0.5253342715
1414	0.5253240247
1415	0.5251538138
1416	0.5251228175
1417	0.5250776483
1418	0.5250442167
1419	0.5249981088
1420	0.5248818265
1421	0.5247438865
1422	0.5245206572
1423	0.5244411312
1424	0.5242673367
1425	0.5241410199
1426	0.5240923107
1427	0.5239918903
1428	0.5238397127
1429	0.5236745319
1430	0.5236054025
1431	0.523435771
1432	0.5233415691
1433	0.5232155238
1434	0.5231555179
1435	0.5230650829
1436	0.5230222057
1437	0.5229234893
1438	0.5228554171
1439	0.5227336798
1440	0.5226657126
1441	0.5225761067
1442	0.5224018288
1443	0.5222641164
1444	0.5220930167
1445	0.5219428885
1446	0.5217914092
1447	0.5217241085
1448	0.5216589696
1449	0.5215498805
1450	0.5214903949
1451	0.5213494515
1452	0.5213216817
1453	0.5212718032
1454	0.5212352813
1455	0.5211331938
1456	0.521034725
1457	0.5209846683
1458	0.5209603074
1459	0.5209019277
1460	0.5208654897
1461	0.5207260405
1462	0.52059566
1463	0.5204776747
1464	0.5204280578
1465	0.5202056819
1466	0.5201437129
1467	0.5200228013
1468	0.5199434514
1469	0.5199272233
1470	0.5198815228
1471	0.5197996485
1472	0.5197327345
1473	0.5195811118
1474	0.5194246014
1475	0.5193785078
1476	0.5190949744
1477	0.5190293117
1478	0.518902113
1479	0.5187636467
1480	0.5186504793
1481	0.5185601629
1482	0.518491601
1483	0.5184047817
1484	0.5184019148
1485	0.5182533163
1486	0.5181684117
1487	0.5180541955
1488	0.5179967405
1489	0.5179125696
1490	0.5178842399
1491	0.5178627823
1492	0.5178490338
1493	0.5178063479
1494	0.5177097657
1495	0.5175740629
1496	0.5174764374
1497	0.517459434
1498	0.5173100754
1499	0.5171076247
1500	0.5169821085
1501	0.516906509
1502	0.5168452135
1503	0.5167310672
1504	0.5166840683
1505	0.5166467669
1506	0.5166368923
1507	0.5165594344
1508	0.5164503149
1509	0.5163792051
1510	0.5163139204
1511	0.516234684
1512	0.5160082891
1513	0.5159910777
1514	0.515970512
1515	0.5158781445
1516	0.5158110139
1517	0.5157358146
1518	0.515712652
1519	0.5156980315
1520	0.5155853893
1521	0.5155452789
1522	0.5154785755
1523	0.5154231436
1524	0.5152974034
1525	0.515262066
1526	0.5152512151
1527	0.5151940958
1528	0.5151169128
1529	0.5150628457
1530	0.5150146896
1531	0.5149528938
1532	0.5147213091
1533	0.5147098636
1534	0.5145903546
1535	0.5145520769
1536	0.5144892011
1537	0.5144336449
1538	0.5143060514
1539	0.5141688223
1540	0.5140986075
1541	0.5139534729
1542	0.5139329407
1543	0.5139050375
